"ID","age","value"
"1.64.5","Number of Operator Occurrences","8"
"1.64.5","Number of Operand Occurrences","3"
"1.64.5","Component Length","11"
"1.64.5","Component Volume","30.88"
"1.64.5","Vocabulary Size","7"
"1.64.5","Program Level","0"
"1.64.5","Program Differences","0"
"1.64.5","Effeciency","0"
"1.64.5","Program Time","0"
"1.64.5","Itergration","0"
"1.64.5","Bug","0.01"
"1.64.5","Number of Exit Points","2"
"1.64.5","Number of Statements","4"
"1.64.5","Number of Structuring Levels","2"
"1.64.5","Number of Unconditional Jumps","0"
"1.64.5","Number of Go to Statements","0"
"1.64.5","Number of Decision Statements","4"
"1.64.5","Average Statement Size","2.75"
"1.64.5","Language Scope","1.57"
"1.64.5","Number of Function Parameters","0"
"1.64.5","Number of Calling Functions","0"
"1.64.5","Number of Called Functions","0"
"1.64.5","Cyclomatic Complexity","5"
"1.64.5","Number of Entry Points","1"
"1.65.1","Number of Distinct Operators","16"
"1.65.1","Number of Distinct Operands","10"
"1.65.1","Number of Operator Occurrences","55"
"1.65.1","Number of Operand Occurrences","26"
"1.65.1","Component Length","81"
"1.65.1","Component Volume","380.73"
"1.65.1","Vocabulary Size","26"
"1.65.1","Program Level","0.04"
"1.65.1","Program Differences","20.8"
"1.65.1","Effeciency","7919.3"
"1.65.1","Program Time","439.96"
"1.65.1","Itergration","18.3"
"1.65.1","Bug","0.12"
"1.65.1","Number of Exit Points","4"
"1.65.1","Number of Statements","15"
"1.65.1","Number of Structuring Levels","4"
"1.65.1","Number of Unconditional Jumps","0"
"1.65.1","Number of Go to Statements","0"
"1.65.1","Number of Decision Statements","6"
"1.65.1","Average Statement Size","5.4"
"1.65.1","Language Scope","3.11"
"1.65.1","Number of Function Parameters","1"
"1.65.1","Number of Calling Functions","0"
"1.65.1","Number of Called Functions","0"
"1.65.1","Cyclomatic Complexity","7"
"1.65.1","Number of Entry Points","1"
"1.65.2","Number of Distinct Operators","18"
"1.65.2","Number of Distinct Operands","12"
"1.65.2","Number of Operator Occurrences","40"
"1.65.2","Number of Operand Occurrences","20"
"1.65.2","Component Length","60"
"1.65.2","Component Volume","294.41"
"1.65.2","Vocabulary Size","30"
"1.65.2","Program Level","0.06"
"1.65.2","Program Differences","14.99"
"1.65.2","Effeciency","4416.2"
"1.65.2","Program Time","245.34"
"1.65.2","Itergration","19.62"
"1.65.2","Bug","0.09"
"1.65.2","Number of Exit Points","2"
"1.65.2","Number of Statements","12"
"1.65.2","Number of Structuring Levels","3"
"1.65.2","Number of Unconditional Jumps","0"
"1.65.2","Number of Go to Statements","0"
"1.65.2","Number of Decision Statements","4"
"1.65.2","Average Statement Size","5"
"1.65.2","Language Scope","2"
"1.65.2","Number of Function Parameters","1"
"1.65.2","Number of Calling Functions","0"
"1.65.2","Number of Called Functions","0"
"1.65.2","Cyclomatic Complexity","5"
"1.65.2","Number of Entry Points","1"
"1.66.1","Number of Distinct Operators","7"
"1.66.1","Number of Distinct Operands","3"
"1.66.1","Number of Operator Occurrences","9"
"1.66.1","Number of Operand Occurrences","8"
"1.66.1","Component Length","17"
"1.66.1","Component Volume","56.47"
"1.66.1","Vocabulary Size","10"
"1.66.1","Program Level","0.1"
"1.66.1","Program Differences","9.33"
"1.66.1","Effeciency","527.07"
"1.66.1","Program Time","29.28"
"1.66.1","Itergration","6.05"
"1.66.1","Bug","0.01"
"1.66.1","Number of Exit Points","1"
"1.66.1","Number of Statements","5"
"1.66.1","Number of Structuring Levels","2"
"1.66.1","Number of Unconditional Jumps","0"
"1.66.1","Number of Go to Statements","0"
"1.66.1","Number of Decision Statements","2"
"1.66.1","Average Statement Size","3.4"
"1.66.1","Language Scope","1.7"
"1.66.1","Number of Function Parameters","3"
"1.66.1","Number of Calling Functions","0"
"1.66.1","Number of Called Functions","0"
"1.66.1","Cyclomatic Complexity","3"
"1.66.1","Number of Entry Points","1"
"1.67.1","Number of Distinct Operators","5"
"1.67.1","Number of Distinct Operands","0"
"1.67.1","Number of Operator Occurrences","5"
"1.67.1","Number of Operand Occurrences","4"
"1.67.1","Component Length","9"
"1.67.1","Component Volume","20.89"
"1.67.1","Vocabulary Size","5"
"1.67.1","Program Level","0"
"1.67.1","Program Differences","0"
"1.67.1","Effeciency","0"
"1.67.1","Program Time","0"
"1.67.1","Itergration","0"
"1.67.1","Bug","0"
"1.67.1","Number of Exit Points","1"
"1.67.1","Number of Statements","3"
"1.67.1","Number of Structuring Levels","0"
"1.67.1","Number of Unconditional Jumps","0"
"1.67.1","Number of Go to Statements","0"
"1.67.1","Number of Decision Statements","0"
"1.67.1","Average Statement Size","3"
"1.67.1","Language Scope","1.8"
"1.67.1","Number of Function Parameters","1"
"1.67.1","Number of Calling Functions","0"
"1.67.1","Number of Called Functions","0"
"1.67.1","Cyclomatic Complexity","1"
"1.67.1","Number of Entry Points","1"
"1.68.1","Number of Distinct Operators","9"
"1.68.1","Number of Distinct Operands","1"
"1.68.1","Number of Operator Occurrences","7"
"1.68.1","Number of Operand Occurrences","2"
"1.68.1","Component Length","9"
"1.68.1","Component Volume","29.89"
"1.68.1","Vocabulary Size","10"
"1.68.1","Program Level","0.11"
"1.68.1","Program Differences","9"
"1.68.1","Effeciency","269.07"
"1.68.1","Program Time","14.94"
"1.68.1","Itergration","3.32"
"1.68.1","Bug","0"
"1.68.1","Number of Exit Points","1"
"1.68.1","Number of Statements","3"
"1.68.1","Number of Structuring Levels","2"
"1.68.1","Number of Unconditional Jumps","0"
"1.68.1","Number of Go to Statements","0"
"1.68.1","Number of Decision Statements","4"
"1.68.1","Average Statement Size","3"
"1.68.1","Language Scope","0.9"
"1.68.1","Number of Function Parameters","0"
"1.68.1","Number of Calling Functions","0"
"1.68.1","Number of Called Functions","0"
"1.68.1","Cyclomatic Complexity","5"
"1.68.1","Number of Entry Points","1"
"1.69.1","Number of Distinct Operators","1"
"1.69.1","Number of Distinct Operands","0"
"1.69.1","Number of Operator Occurrences","1"
"1.69.1","Number of Operand Occurrences","0"
"1.69.1","Component Length","1"
"1.69.1","Component Volume","0"
"1.69.1","Vocabulary Size","1"
"1.69.1","Program Level","0"
"1.69.1","Program Differences","0"
"1.69.1","Effeciency","0"
"1.69.1","Program Time","0"
"1.69.1","Itergration","0"
"1.69.1","Bug","0"
"1.69.1","Number of Exit Points","1"
"1.69.1","Number of Statements","1"
"1.69.1","Number of Structuring Levels","1"
"1.69.1","Number of Unconditional Jumps","0"
"1.69.1","Number of Go to Statements","0"
"1.69.1","Number of Decision Statements","0"
"1.69.1","Average Statement Size","1"
"1.69.1","Language Scope","1"
"1.69.1","Number of Function Parameters","2"
"1.69.1","Number of Calling Functions","0"
"1.69.1","Number of Called Functions","0"
"1.69.1","Cyclomatic Complexity","1"
"1.69.1","Number of Entry Points","1"
"1.70.1","Number of Distinct Operators","5"
"1.70.1","Number of Distinct Operands","3"
"1.70.1","Number of Operator Occurrences","3"
"1.70.1","Number of Operand Occurrences","2"
"1.70.1","Component Length","5"
"1.70.1","Component Volume","15"
"1.70.1","Vocabulary Size","8"
"1.70.1","Program Level","0.6"
"1.70.1","Program Differences","1.66"
"1.70.1","Effeciency","25"
"1.70.1","Program Time","1.38"
"1.70.1","Itergration","9"
"1.70.1","Bug","0"
"1.70.1","Number of Exit Points","1"
"1.70.1","Number of Statements","2"
"1.70.1","Number of Structuring Levels","1"
"1.70.1","Number of Unconditional Jumps","0"
"1.70.1","Number of Go to Statements","0"
"1.70.1","Number of Decision Statements","0"
"1.70.1","Average Statement Size","2.5"
"1.70.1","Language Scope","0.62"
"1.70.1","Number of Function Parameters","1"
"1.70.1","Number of Calling Functions","0"
"1.70.1","Number of Called Functions","0"
"1.70.1","Cyclomatic Complexity","1"
"1.70.1","Number of Entry Points","1"
"1.71.1","Number of Distinct Operators","4"
"1.71.1","Number of Distinct Operands","3"
"1.71.1","Number of Operator Occurrences","5"
"1.71.1","Number of Operand Occurrences","4"
"1.71.1","Component Length","9"
"1.71.1","Component Volume","25.26"
"1.71.1","Vocabulary Size","7"
"1.71.1","Program Level","0.37"
"1.71.1","Program Differences","2.66"
"1.71.1","Effeciency","67.37"
"1.71.1","Program Time","3.74"
"1.71.1","Itergration","9.47"
"1.71.1","Bug","0"
"1.71.1","Number of Exit Points","1"
"1.71.1","Number of Statements","3"
"1.71.1","Number of Structuring Levels","1"
"1.71.1","Number of Unconditional Jumps","0"
"1.71.1","Number of Go to Statements","0"
"1.71.1","Number of Decision Statements","0"
"1.71.1","Average Statement Size","3"
"1.71.1","Language Scope","1.28"
"1.71.1","Number of Function Parameters","0"
"1.71.1","Number of Calling Functions","0"
"1.71.1","Number of Called Functions","0"
"1.71.1","Cyclomatic Complexity","1"
"1.71.1","Number of Entry Points","1"
"1.71.2","Number of Distinct Operators","4"
"1.71.2","Number of Distinct Operands","2"
"1.71.2","Number of Operator Occurrences","3"
"1.71.2","Number of Operand Occurrences","2"
"1.71.2","Component Length","5"
"1.71.2","Component Volume","12.92"
"1.71.2","Vocabulary Size","6"
"1.71.2","Program Level","0.5"
"1.71.2","Program Differences","2"
"1.71.2","Effeciency","25.84"
"1.71.2","Program Time","1.43"
"1.71.2","Itergration","6.46"
"1.71.2","Bug","0"
"1.71.2","Number of Exit Points","1"
"1.71.2","Number of Statements","2"
"1.71.2","Number of Structuring Levels","1"
"1.71.2","Number of Unconditional Jumps","0"
"1.71.2","Number of Go to Statements","0"
"1.71.2","Number of Decision Statements","0"
"1.71.2","Average Statement Size","2.5"
"1.71.2","Language Scope","0.83"
"1.71.2","Number of Function Parameters","0"
"1.71.2","Number of Calling Functions","0"
"1.71.2","Number of Called Functions","0"
"1.71.2","Cyclomatic Complexity","1"
"1.71.2","Number of Entry Points","1"
"1.72.1","Number of Distinct Operators","5"
"1.72.1","Number of Distinct Operands","2"
"1.72.1","Number of Operator Occurrences","3"
"1.72.1","Number of Operand Occurrences","2"
"1.72.1","Component Length","5"
"1.72.1","Component Volume","14.03"
"1.72.1","Vocabulary Size","7"
"1.72.1","Program Level","0.4"
"1.72.1","Program Differences","2.5"
"1.72.1","Effeciency","35.09"
"1.72.1","Program Time","1.94"
"1.72.1","Itergration","5.61"
"1.72.1","Bug","0"
"1.72.1","Number of Exit Points","1"
"1.72.1","Number of Statements","4"
"1.72.1","Number of Structuring Levels","1"
"1.72.1","Number of Unconditional Jumps","0"
"1.72.1","Number of Go to Statements","0"
"1.72.1","Number of Decision Statements","0"
"1.72.1","Average Statement Size","1.25"
"1.72.1","Language Scope","0.71"
"1.72.1","Number of Function Parameters","0"
"1.72.1","Number of Calling Functions","0"
"1.72.1","Number of Called Functions","0"
"1.72.1","Cyclomatic Complexity","1"
"1.72.1","Number of Entry Points","1"
"1.72.2","Number of Distinct Operators","5"
"1.72.2","Number of Distinct Operands","2"
"1.72.2","Number of Operator Occurrences","4"
"1.72.2","Number of Operand Occurrences","3"
"1.72.2","Component Length","7"
"1.72.2","Component Volume","19.65"
"1.72.2","Vocabulary Size","7"
"1.72.2","Program Level","0.26"
"1.72.2","Program Differences","3.74"
"1.72.2","Effeciency","73.69"
"1.72.2","Program Time","4.09"
"1.72.2","Itergration","5.24"
"1.72.2","Bug","0"
"1.72.2","Number of Exit Points","1"
"1.72.2","Number of Statements","5"
"1.72.2","Number of Structuring Levels","1"
"1.72.2","Number of Unconditional Jumps","0"
"1.72.2","Number of Go to Statements","0"
"1.72.2","Number of Decision Statements","0"
"1.72.2","Average Statement Size","1.39"
"1.72.2","Language Scope","1"
"1.72.2","Number of Function Parameters","0"
"1.72.2","Number of Calling Functions","0"
"1.72.2","Number of Called Functions","0"
"1.72.2","Cyclomatic Complexity","1"
"1.72.2","Number of Entry Points","1"
"1.73.1","Number of Distinct Operators","2"
"1.73.1","Number of Distinct Operands","8"
"1.73.1","Number of Operator Occurrences","9"
"1.73.1","Number of Operand Occurrences","4"
"1.73.1","Component Length","13"
"1.73.1","Component Volume","43.18"
"1.73.1","Vocabulary Size","10"
"1.73.1","Program Level","2"
"1.73.1","Program Differences","0.5"
"1.73.1","Effeciency","21.59"
"1.73.1","Program Time","1.19"
"1.73.1","Itergration","86.37"
"1.73.1","Bug","0.01"
"1.73.1","Number of Exit Points","1"
"1.73.1","Number of Statements","5"
"1.73.1","Number of Structuring Levels","1"
"1.73.1","Number of Unconditional Jumps","0"
"1.73.1","Number of Go to Statements","0"
"1.73.1","Number of Decision Statements","0"
"1.73.1","Average Statement Size","2.59"
"1.73.1","Language Scope","1.3"
"1.73.1","Number of Function Parameters","0"
"1.73.1","Number of Calling Functions","0"
"1.73.1","Number of Called Functions","0"
"1.73.1","Cyclomatic Complexity","1"
"1.73.1","Number of Entry Points","1"
"1.73.2","Number of Distinct Operators","2"
"1.73.2","Number of Distinct Operands","8"
"1.73.2","Number of Operator Occurrences","9"
"1.73.2","Number of Operand Occurrences","4"
"1.73.2","Component Length","13"
"1.73.2","Component Volume","43.18"
"1.73.2","Vocabulary Size","10"
"1.73.2","Program Level","2"
"1.73.2","Program Differences","0.5"
"1.73.2","Effeciency","21.59"
"1.73.2","Program Time","1.19"
"1.73.2","Itergration","86.37"
"1.73.2","Bug","0.01"
"1.73.2","Number of Exit Points","1"
"1.73.2","Number of Statements","5"
"1.73.2","Number of Structuring Levels","1"
"1.73.2","Number of Unconditional Jumps","0"
"1.73.2","Number of Go to Statements","0"
"1.73.2","Number of Decision Statements","0"
"1.73.2","Average Statement Size","2.59"
"1.73.2","Language Scope","1.3"
"1.73.2","Number of Function Parameters","0"
"1.73.2","Number of Calling Functions","0"
"1.73.2","Number of Called Functions","0"
"1.73.2","Cyclomatic Complexity","1"
"1.73.2","Number of Entry Points","1"
"1.74.1","Number of Distinct Operators","3"
"1.74.1","Number of Distinct Operands","1"
"1.74.1","Number of Operator Occurrences","3"
"1.74.1","Number of Operand Occurrences","1"
"1.74.1","Component Length","4"
"1.74.1","Component Volume","8"
"1.74.1","Vocabulary Size","4"
"1.74.1","Program Level","0.66"
"1.74.1","Program Differences","1.5"
"1.74.1","Effeciency","12"
"1.74.1","Program Time","0.66"
"1.74.1","Itergration","5.33"
"1.74.1","Bug","0"
"1.74.1","Number of Exit Points","1"
"1.74.1","Number of Statements","1"
"1.74.1","Number of Structuring Levels","1"
"1.74.1","Number of Unconditional Jumps","0"
"1.74.1","Number of Go to Statements","0"
"1.74.1","Number of Decision Statements","0"
"1.74.1","Average Statement Size","4"
"1.74.1","Language Scope","1"
"1.74.1","Number of Function Parameters","1"
"1.74.1","Number of Calling Functions","0"
"1.74.1","Number of Called Functions","0"
"1.74.1","Cyclomatic Complexity","1"
"1.74.1","Number of Entry Points","1"
"1.75.1","Number of Distinct Operators","9"
"1.75.1","Number of Distinct Operands","5"
"1.75.1","Number of Operator Occurrences","16"
"1.75.1","Number of Operand Occurrences","10"
"1.75.1","Component Length","26"
"1.75.1","Component Volume","98.99"
"1.75.1","Vocabulary Size","14"
"1.75.1","Program Level","0.11"
"1.75.1","Program Differences","9"
"1.75.1","Effeciency","890.92"
"1.75.1","Program Time","49.49"
"1.75.1","Itergration","10.99"
"1.75.1","Bug","0.03"
"1.75.1","Number of Exit Points","1"
"1.75.1","Number of Statements","6"
"1.75.1","Number of Structuring Levels","2"
"1.75.1","Number of Unconditional Jumps","0"
"1.75.1","Number of Go to Statements","0"
"1.75.1","Number of Decision Statements","1"
"1.75.1","Average Statement Size","4.33"
"1.75.1","Language Scope","1.85"
"1.75.1","Number of Function Parameters","0"
"1.75.1","Number of Calling Functions","0"
"1.75.1","Number of Called Functions","0"
"1.75.1","Cyclomatic Complexity","2"
"1.75.1","Number of Entry Points","1"
"1.75.2","Number of Distinct Operators","7"
"1.75.2","Number of Distinct Operands","4"
"1.75.2","Number of Operator Occurrences","14"
"1.75.2","Number of Operand Occurrences","9"
"1.75.2","Component Length","23"
"1.75.2","Component Volume","79.56"
"1.75.2","Vocabulary Size","11"
"1.75.2","Program Level","0.12"
"1.75.2","Program Differences","7.87"
"1.75.2","Effeciency","626.58"
"1.75.2","Program Time","34.81"
"1.75.2","Itergration","10.1"
"1.75.2","Bug","0.02"
"1.75.2","Number of Exit Points","1"
"1.75.2","Number of Statements","6"
"1.75.2","Number of Structuring Levels","2"
"1.75.2","Number of Unconditional Jumps","0"
"1.75.2","Number of Go to Statements","0"
"1.75.2","Number of Decision Statements","1"
"1.75.2","Average Statement Size","3.83"
"1.75.2","Language Scope","2.09"
"1.75.2","Number of Function Parameters","0"
"1.75.2","Number of Calling Functions","0"
"1.75.2","Number of Called Functions","0"
"1.75.2","Cyclomatic Complexity","2"
"1.75.2","Number of Entry Points","1"
"1.76.1","Number of Distinct Operators","4"
"1.76.1","Number of Distinct Operands","0"
"1.76.1","Number of Operator Occurrences","1"
"1.76.1","Number of Operand Occurrences","0"
"1.76.1","Component Length","1"
"1.76.1","Component Volume","2"
"1.76.1","Vocabulary Size","4"
"1.76.1","Program Level","0"
"1.76.1","Program Differences","0"
"1.76.1","Effeciency","0"
"1.76.1","Program Time","0"
"1.76.1","Itergration","0"
"1.76.1","Bug","0"
"1.76.1","Number of Exit Points","1"
"1.76.1","Number of Statements","2"
"1.76.1","Number of Structuring Levels","1"
"1.76.1","Number of Unconditional Jumps","0"
"1.76.1","Number of Go to Statements","0"
"1.76.1","Number of Decision Statements","0"
"1.76.1","Average Statement Size","0.5"
"1.76.1","Language Scope","0.25"
"1.76.1","Number of Function Parameters","0"
"1.76.1","Number of Calling Functions","0"
"1.76.1","Number of Called Functions","0"
"1.76.1","Cyclomatic Complexity","1"
"1.76.1","Number of Entry Points","1"
"1.76.2","Number of Distinct Operators","4"
"1.76.2","Number of Distinct Operands","0"
"1.76.2","Number of Operator Occurrences","1"
"1.76.2","Number of Operand Occurrences","0"
"1.76.2","Component Length","1"
"1.76.2","Component Volume","2"
"1.76.2","Vocabulary Size","4"
"1.76.2","Program Level","0"
"1.76.2","Program Differences","0"
"1.76.2","Effeciency","0"
"1.76.2","Program Time","0"
"1.76.2","Itergration","0"
"1.76.2","Bug","0"
"1.76.2","Number of Exit Points","1"
"1.76.2","Number of Statements","2"
"1.76.2","Number of Structuring Levels","1"
"1.76.2","Number of Unconditional Jumps","0"
"1.76.2","Number of Go to Statements","0"
"1.76.2","Number of Decision Statements","0"
"1.76.2","Average Statement Size","0.5"
"1.76.2","Language Scope","0.25"
"1.76.2","Number of Function Parameters","0"
"1.76.2","Number of Calling Functions","0"
"1.76.2","Number of Called Functions","0"
"1.76.2","Cyclomatic Complexity","1"
"1.76.2","Number of Entry Points","1"
"1.76.3","Number of Distinct Operators","5"
"1.76.3","Number of Distinct Operands","0"
"1.76.3","Number of Operator Occurrences","1"
"1.76.3","Number of Operand Occurrences","0"
"1.76.3","Component Length","1"
"1.76.3","Component Volume","2.32"
"1.76.3","Vocabulary Size","5"
"1.76.3","Program Level","0"
"1.76.3","Program Differences","0"
"1.76.3","Effeciency","0"
"1.76.3","Program Time","0"
"1.76.3","Itergration","0"
"1.76.3","Bug","0"
"1.76.3","Number of Exit Points","1"
"1.76.3","Number of Statements","3"
"1.76.3","Number of Structuring Levels","1"
"1.76.3","Number of Unconditional Jumps","0"
"1.76.3","Number of Go to Statements","0"
"1.76.3","Number of Decision Statements","0"
"1.76.3","Average Statement Size","0.33"
"1.76.3","Language Scope","0.2"
"1.76.3","Number of Function Parameters","0"
"1.76.3","Number of Calling Functions","0"
"1.76.3","Number of Called Functions","0"
"1.76.3","Cyclomatic Complexity","1"
"1.76.3","Number of Entry Points","1"
"1.77.1","Number of Distinct Operators","7"
"1.77.1","Number of Distinct Operands","4"
"1.77.1","Number of Operator Occurrences","7"
"1.77.1","Number of Operand Occurrences","3"
"1.77.1","Component Length","10"
"1.77.1","Component Volume","34.59"
"1.77.1","Vocabulary Size","11"
"1.77.1","Program Level","0.38"
"1.77.1","Program Differences","2.62"
"1.77.1","Effeciency","90.81"
"1.77.1","Program Time","5.04"
"1.77.1","Itergration","13.17"
"1.77.1","Bug","0.01"
"1.77.1","Number of Exit Points","1"
"1.77.1","Number of Statements","4"
"1.77.1","Number of Structuring Levels","1"
"1.77.1","Number of Unconditional Jumps","0"
"1.77.1","Number of Go to Statements","0"
"1.77.1","Number of Decision Statements","0"
"1.77.1","Average Statement Size","2.5"
"1.77.1","Language Scope","0.9"
"1.77.1","Number of Function Parameters","0"
"1.77.1","Number of Calling Functions","0"
"1.77.1","Number of Called Functions","0"
"1.77.1","Cyclomatic Complexity","1"
"1.77.1","Number of Entry Points","1"
"1.78.1","Number of Distinct Operators","17"
"1.78.1","Number of Distinct Operands","13"
"1.78.1","Number of Operator Occurrences","32"
"1.78.1","Number of Operand Occurrences","17"
"1.78.1","Component Length","49"
"1.78.1","Component Volume","240.43"
"1.78.1","Vocabulary Size","30"
"1.78.1","Program Level","0.08"
"1.78.1","Program Differences","11.11"
"1.78.1","Effeciency","2672.55"
"1.78.1","Program Time","148.47"
"1.78.1","Itergration","21.63"
"1.78.1","Bug","0.08"
"1.78.1","Number of Exit Points","1"
"1.78.1","Number of Statements","10"
"1.78.1","Number of Structuring Levels","4"
"1.78.1","Number of Unconditional Jumps","0"
"1.78.1","Number of Go to Statements","0"
"1.78.1","Number of Decision Statements","6"
"1.78.1","Average Statement Size","4.9"
"1.78.1","Language Scope","1.63"
"1.78.1","Number of Function Parameters","0"
"1.78.1","Number of Calling Functions","0"
"1.78.1","Number of Called Functions","0"
"1.78.1","Cyclomatic Complexity","7"
"1.78.1","Number of Entry Points","1"
"1.79.1","Number of Distinct Operators","4"
"1.79.1","Number of Distinct Operands","1"
"1.79.1","Number of Operator Occurrences","4"
"1.79.1","Number of Operand Occurrences","1"
"1.79.1","Component Length","5"
"1.79.1","Component Volume","11.6"
"1.79.1","Vocabulary Size","5"
"1.79.1","Program Level","0.5"
"1.79.1","Program Differences","2"
"1.79.1","Effeciency","23.21"
"1.79.1","Program Time","1.28"
"1.79.1","Itergration","5.8"
"1.79.1","Bug","0"
"1.79.1","Number of Exit Points","1"
"1.79.1","Number of Statements","1"
"1.79.1","Number of Structuring Levels","1"
"1.79.1","Number of Unconditional Jumps","0"
"1.79.1","Number of Go to Statements","0"
"1.79.1","Number of Decision Statements","0"
"1.79.1","Average Statement Size","5"
"1.79.1","Language Scope","1"
"1.79.1","Number of Function Parameters","0"
"1.79.1","Number of Calling Functions","0"
"1.79.1","Number of Called Functions","0"
"1.79.1","Cyclomatic Complexity","1"
"1.79.1","Number of Entry Points","1"
"1.79.2","Number of Distinct Operators","6"
"1.79.2","Number of Distinct Operands","3"
"1.79.2","Number of Operator Occurrences","6"
"1.79.2","Number of Operand Occurrences","3"
"1.79.2","Component Length","9"
"1.79.2","Component Volume","28.52"
"1.79.2","Vocabulary Size","9"
"1.79.2","Program Level","0.33"
"1.79.2","Program Differences","3"
"1.79.2","Effeciency","85.58"
"1.79.2","Program Time","4.75"
"1.79.2","Itergration","9.5"
"1.79.2","Bug","0"
"1.79.2","Number of Exit Points","1"
"1.79.2","Number of Statements","2"
"1.79.2","Number of Structuring Levels","1"
"1.79.2","Number of Unconditional Jumps","0"
"1.79.2","Number of Go to Statements","0"
"1.79.2","Number of Decision Statements","0"
"1.79.2","Average Statement Size","4.5"
"1.79.2","Language Scope","1"
"1.79.2","Number of Function Parameters","0"
"1.79.2","Number of Calling Functions","0"
"1.79.2","Number of Called Functions","0"
"1.79.2","Cyclomatic Complexity","1"
"1.79.2","Number of Entry Points","1"
"1.79.3","Number of Distinct Operators","4"
"1.79.3","Number of Distinct Operands","2"
"1.79.3","Number of Operator Occurrences","3"
"1.79.3","Number of Operand Occurrences","2"
"1.79.3","Component Length","5"
"1.79.3","Component Volume","12.92"
"1.79.3","Vocabulary Size","6"
"1.79.3","Program Level","0.5"
"1.79.3","Program Differences","2"
"1.79.3","Effeciency","25.84"
"1.79.3","Program Time","1.43"
"1.79.3","Itergration","6.46"
"1.79.3","Bug","0"
"1.79.3","Number of Exit Points","1"
"1.79.3","Number of Statements","2"
"1.79.3","Number of Structuring Levels","1"
"1.79.3","Number of Unconditional Jumps","0"
"1.79.3","Number of Go to Statements","0"
"1.79.3","Number of Decision Statements","0"
"1.79.3","Average Statement Size","2.5"
"1.79.3","Language Scope","0.83"
"1.79.3","Number of Function Parameters","0"
"1.79.3","Number of Calling Functions","0"
"1.79.3","Number of Called Functions","0"
"1.79.3","Cyclomatic Complexity","1"
"1.79.3","Number of Entry Points","1"
"1.79.4","Number of Distinct Operators","4"
"1.79.4","Number of Distinct Operands","1"
"1.79.4","Number of Operator Occurrences","4"
"1.79.4","Number of Operand Occurrences","1"
"1.79.4","Component Length","5"
"1.79.4","Component Volume","11.6"
"1.79.4","Vocabulary Size","5"
"1.79.4","Program Level","0.5"
"1.79.4","Program Differences","2"
"1.79.4","Effeciency","23.21"
"1.79.4","Program Time","1.28"
"1.79.4","Itergration","5.8"
"1.79.4","Bug","0"
"1.79.4","Number of Exit Points","1"
"1.79.4","Number of Statements","1"
"1.79.4","Number of Structuring Levels","1"
"1.79.4","Number of Unconditional Jumps","0"
"1.79.4","Number of Go to Statements","0"
"1.79.4","Number of Decision Statements","0"
"1.79.4","Average Statement Size","5"
"1.79.4","Language Scope","1"
"1.79.4","Number of Function Parameters","0"
"1.79.4","Number of Calling Functions","0"
"1.79.4","Number of Called Functions","0"
"1.79.4","Cyclomatic Complexity","1"
"1.79.4","Number of Entry Points","1"
"1.80.1","Number of Distinct Operators","6"
"1.80.1","Number of Distinct Operands","4"
"1.80.1","Number of Operator Occurrences","5"
"1.80.1","Number of Operand Occurrences","4"
"1.80.1","Component Length","9"
"1.80.1","Component Volume","29.89"
"1.80.1","Vocabulary Size","10"
"1.80.1","Program Level","0.33"
"1.80.1","Program Differences","3"
"1.80.1","Effeciency","89.69"
"1.80.1","Program Time","4.98"
"1.80.1","Itergration","9.96"
"1.80.1","Bug","0"
"1.80.1","Number of Exit Points","1"
"1.80.1","Number of Statements","2"
"1.80.1","Number of Structuring Levels","1"
"1.80.1","Number of Unconditional Jumps","0"
"1.80.1","Number of Go to Statements","0"
"1.80.1","Number of Decision Statements","0"
"1.80.1","Average Statement Size","4.5"
"1.80.1","Language Scope","0.9"
"1.80.1","Number of Function Parameters","2"
"1.80.1","Number of Calling Functions","0"
"1.80.1","Number of Called Functions","0"
"1.80.1","Cyclomatic Complexity","1"
"1.80.1","Number of Entry Points","1"
"1.80.2","Number of Distinct Operators","9"
"1.80.2","Number of Distinct Operands","7"
"1.80.2","Number of Operator Occurrences","9"
"1.80.2","Number of Operand Occurrences","7"
"1.80.2","Component Length","16"
"1.80.2","Component Volume","64"
"1.80.2","Vocabulary Size","16"
"1.80.2","Program Level","0.22"
"1.80.2","Program Differences","4.5"
"1.80.2","Effeciency","288"
"1.80.2","Program Time","16"
"1.80.2","Itergration","14.22"
"1.80.2","Bug","0.02"
"1.80.2","Number of Exit Points","1"
"1.80.2","Number of Statements","5"
"1.80.2","Number of Structuring Levels","1"
"1.80.2","Number of Unconditional Jumps","0"
"1.80.2","Number of Go to Statements","0"
"1.80.2","Number of Decision Statements","0"
"1.80.2","Average Statement Size","3.2"
"1.80.2","Language Scope","1"
"1.80.2","Number of Function Parameters","0"
"1.80.2","Number of Calling Functions","0"
"1.80.2","Number of Called Functions","0"
"1.80.2","Cyclomatic Complexity","1"
"1.80.2","Number of Entry Points","1"
"1.80.3","Number of Distinct Operators","9"
"1.80.3","Number of Distinct Operands","6"
"1.80.3","Number of Operator Occurrences","16"
"1.80.3","Number of Operand Occurrences","11"
"1.80.3","Component Length","27"
"1.80.3","Component Volume","105.48"
"1.80.3","Vocabulary Size","15"
"1.80.3","Program Level","0.12"
"1.80.3","Program Differences","8.25"
"1.80.3","Effeciency","870.25"
"1.80.3","Program Time","48.34"
"1.80.3","Itergration","12.78"
